gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,tenure_group,Risk_Segment,Churn_Probability,Predicted_Churn,Risk_Level,Revenue_At_Risk
Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,No,0,48+ months,Medium Risk,0.16938739935788966,0,Low Risk,40.652975845893515
Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,0,0–12 months,High Risk,0.5926876905850696,1,Medium Risk,142.2450457404167
Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,No,0,24–48 months,Medium Risk,0.3131599628044856,0,Medium Risk,75.15839107307654
Male,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,1,24–48 months,Medium Risk,0.10626274145853203,0,Low Risk,25.503057950047687
Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,0,24–48 months,Medium Risk,0.13439146322796114,0,Low Risk,32.25395117471067
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No,0,12–24 months,Medium Risk,0.42804313112456904,0,Medium Risk,102.73035146989658
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,1,0–12 months,High Risk,0.5974780283237365,1,Medium Risk,143.39472679769676
Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,No,0,24–48 months,Medium Risk,0.10545406501439332,0,Low Risk,25.308975603454396
Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,178.7,No,0,0–12 months,High Risk,0.13334424966998437,0,Low Risk,32.00261992079625
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,0,48+ months,Low Risk,0.014485539574673814,0,Low Risk,3.4765294979217156
Male,1,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,No,0,48+ months,Low Risk,0.006967127676991823,0,Low Risk,1.6721106424780374
Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,0,12–24 months,Medium Risk,0.5175589566907567,1,Medium Risk,124.2141496057816
Female,0,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,No,0,48+ months,Medium Risk,0.1279368142532084,0,Low Risk,30.704835420770017
Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,1699.15,No,0,48+ months,Low Risk,0.012541756172676551,0,Low Risk,3.0100214814423722
Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,1,12–24 months,Medium Risk,0.530191949215371,1,Medium Risk,127.24606781168904
Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,452.2,No,0,12–24 months,Medium Risk,0.05273616924438942,0,Low Risk,12.65668061865346
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,No,0,48+ months,Low Risk,0.012986630285912598,0,Low Risk,3.1167912686190236
Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No,0,12–24 months,Medium Risk,0.3682353172032373,0,Medium Risk,88.37647612877696
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,0–12 months,High Risk,0.6036755360447075,1,Medium Risk,144.88212865072978
Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,1,48+ months,Low Risk,0.022377639990901175,0,Low Risk,5.370633597816282
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,139.75,No,0,0–12 months,High Risk,0.1409712679728441,0,Low Risk,33.83310431348258
Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,No,0,24–48 months,Low Risk,0.051423818251929224,0,Low Risk,12.341716380463014
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,No,0,24–48 months,Medium Risk,0.35508430544183084,0,Medium Risk,85.2202333060394
Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,No,0,24–48 months,Low Risk,0.29586347204764446,0,Low Risk,71.00723329143467
Male,0,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,No,0,24–48 months,Medium Risk,0.1598588843989622,0,Low Risk,38.36613225575093
Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,1,0–12 months,High Risk,0.559633276731513,1,Medium Risk,134.31198641556313
Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.2,944.65,No,0,12–24 months,Medium Risk,0.16745023142704515,0,Low Risk,40.18805554249084
Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,No,0,12–24 months,Medium Risk,0.21439962490229014,0,Low Risk,51.455909976549634
Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,No,0,48+ months,Low Risk,0.0849999353589423,0,Low Risk,20.399984486146153
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1,12–24 months,Medium Risk,0.47780237994276775,0,Medium Risk,114.67257118626426
Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.7,5743.3,No,0,48+ months,Low Risk,0.007923915459715316,0,Low Risk,1.901739710331676
Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,No,0,24–48 months,Medium Risk,0.05199094845649668,0,Low Risk,12.477827629559204
Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,No,0,12–24 months,Medium Risk,0.4567086026699232,0,Medium Risk,109.61006464078156
Male,0,No,No,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.55,1390.85,No,0,24–48 months,Low Risk,0.02132153811630303,0,Low Risk,5.117169147912727
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,No,0,0–12 months,High Risk,0.7537608963668295,1,High Risk,180.9026151280391
Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,No,0,12–24 months,Medium Risk,0.3470568852674825,0,Medium Risk,83.2936524641958
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,No,0,12–24 months,Medium Risk,0.430053595053818,0,Medium Risk,103.21286281291633
Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,No,0,12–24 months,Medium Risk,0.14333478563998198,0,Low Risk,34.40034855359568
Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,No,0,48+ months,Low Risk,0.1014001838741776,0,Low Risk,24.336044129802623
Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,No,0,48+ months,Low Risk,0.014343363195067741,0,Low Risk,3.442407166816258
Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.3,487.95,No,0,24–48 months,Low Risk,0.017746253341646964,0,Low Risk,4.259100801995271
Male,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,No,0,24–48 months,Low Risk,0.0392399322005631,0,Low Risk,9.417583728135144
Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,No,0,24–48 months,Low Risk,0.010365189845125172,0,Low Risk,2.4876455628300413
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,1,0–12 months,High Risk,0.7452831502126841,1,High Risk,178.8679560510442
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,No,0,0–12 months,High Risk,0.3700278059170575,0,Medium Risk,88.80667342009379
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,1,0–12 months,High Risk,0.1965313314843787,0,Low Risk,47.16751955625089
Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.0,6218.45,No,0,48+ months,Low Risk,0.03961109216717487,0,Low Risk,9.50666212012197
Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,1,0–12 months,High Risk,0.7716773403594671,1,High Risk,185.2025616862721
Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,7320.9,No,0,48+ months,Medium Risk,0.258212788942695,0,Low Risk,61.9710693462468
Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,1,24–48 months,Medium Risk,0.6568688800234619,1,Medium Risk,157.64853120563086
Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,No,0,48+ months,Low Risk,0.12549507350111236,0,Low Risk,30.118817640266965
Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,1,12–24 months,Medium Risk,0.18422376492614537,0,Low Risk,44.21370358227489
Male,1,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,No,0,24–48 months,Medium Risk,0.4607478375144852,0,Medium Risk,110.57948100347646
Female,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5950.2,No,0,48+ months,Low Risk,0.00856653739803094,0,Low Risk,2.055968975527426
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,1,0–12 months,High Risk,0.8112509345153891,1,High Risk,194.7002242836934
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,93.4,No,0,0–12 months,High Risk,0.1829905052015,0,Low Risk,43.91772124836
Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,1,0–12 months,High Risk,0.4483916655421956,0,Medium Risk,107.61399973012695
Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1614.9,No,0,48+ months,Low Risk,0.006962270467761214,0,Low Risk,1.6709449122626914
Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,No,0,12–24 months,Medium Risk,0.17881373092210523,0,Low Risk,42.91529542130525
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,1,24–48 months,Medium Risk,0.4253965453513739,0,Medium Risk,102.09517088432973
Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,1,0–12 months,High Risk,0.7707440284193202,1,High Risk,184.97856682063684
Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,No,0,12–24 months,Medium Risk,0.31720174346314833,0,Medium Risk,76.1284184311556
Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,No,0,24–48 months,Medium Risk,0.5011420947145347,1,Medium Risk,120.27410273148834
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,1,12–24 months,Medium Risk,0.6421429454484858,1,Medium Risk,154.1143069076366
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,1,0–12 months,High Risk,0.7170262165058809,1,High Risk,172.08629196141143
Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,1,0–12 months,Medium Risk,0.34136559658716503,0,Medium Risk,81.9277431809196
Male,0,No,No,31,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.05,1523.4,No,0,24–48 months,Low Risk,0.3044248826902166,0,Medium Risk,73.06197184565198
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,1,0–12 months,High Risk,0.7507317197698286,1,High Risk,180.17561274475887
Female,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.55,3435.6,No,0,24–48 months,Low Risk,0.06964441645684905,0,Low Risk,16.71465994964377
Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,1,12–24 months,Medium Risk,0.14157856933689636,0,Low Risk,33.97885664085513
Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.1,4549.45,No,0,48+ months,Low Risk,0.08091032292009527,0,Low Risk,19.418477500822863
Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,No,0,0–12 months,High Risk,0.38257568174535694,0,Medium Risk,91.81816361888566
Male,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,1,24–48 months,Medium Risk,0.28427857531642287,0,Low Risk,68.2268580759415
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,No,0,48+ months,Low Risk,0.016701689136797142,0,Low Risk,4.008405392831314
Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,No,0,24–48 months,Medium Risk,0.6855458613966594,1,Medium Risk,164.53100673519825
Male,0,No,No,57,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,No,0,48+ months,Low Risk,0.03581945743241078,0,Low Risk,8.596669783778587
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,No,0,0–12 months,High Risk,0.25883954300791817,0,Low Risk,62.12149032190036
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,1,0–12 months,High Risk,0.210586619922069,0,Low Risk,50.54078878129656
Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,No,0,12–24 months,Medium Risk,0.07048285378006616,0,Low Risk,16.91588490721588
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,No,0,0–12 months,High Risk,0.5690313439914214,1,Medium Risk,136.56752255794115
Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,1493.1,No,0,48+ months,Low Risk,0.01105947649570742,0,Low Risk,2.6542743589697806
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,1,0–12 months,High Risk,0.667736983760318,1,Medium Risk,160.25687610247633
Male,0,Yes,No,42,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,No,0,24–48 months,Medium Risk,0.1554269108710949,0,Low Risk,37.302458609062775
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,1,0–12 months,High Risk,0.7309537755377686,1,High Risk,175.42890612906447
Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1784.9,No,0,48+ months,Low Risk,0.005085285631075122,0,Low Risk,1.2204685514580293
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,No,0,0–12 months,High Risk,0.7152134601192018,1,High Risk,171.65123042860844
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,No,0,48+ months,Low Risk,0.01497068305675193,0,Low Risk,3.5929639336204633
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No,0,48+ months,Medium Risk,0.2778655956537612,0,Low Risk,66.68774295690268
Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.1,73.1,No,0,0–12 months,Medium Risk,0.12036596570435246,0,Low Risk,28.88783176904459
Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,1,24–48 months,Medium Risk,0.21149282737655326,0,Low Risk,50.75827857037278
Female,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,No,0,48+ months,Low Risk,0.04359554555454151,0,Low Risk,10.462930933089963
Female,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,No,0,48+ months,Low Risk,0.22673358445601927,0,Low Risk,54.41606026944462
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,No,0,0–12 months,High Risk,0.26243397909853117,0,Low Risk,62.98415498364748
Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1230.9,No,0,48+ months,Low Risk,0.012997934404122153,0,Low Risk,3.119504256989317
Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.3,454.65,No,0,12–24 months,Medium Risk,0.01836944057115937,0,Low Risk,4.408665737078249
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,No,0,0–12 months,High Risk,0.6532062361078353,1,Medium Risk,156.7694966658805
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,1,0–12 months,High Risk,0.7250989064160928,1,High Risk,174.02373753986225
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9,No,0,48+ months,Low Risk,0.010026217271627618,0,Low Risk,2.4062921451906285
Male,1,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867.0,No,0,48+ months,Low Risk,0.2911559712071546,0,Low Risk,69.8774330897171
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,196.35,No,0,0–12 months,Medium Risk,0.09471119112949047,0,Low Risk,22.730685871077714
Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,1,0–12 months,Medium Risk,0.5613246212025199,1,Medium Risk,134.71790908860478
Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),103.9,6449.15,No,0,48+ months,Low Risk,0.09561130582129897,0,Low Risk,22.94671339711175
Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.7,762.45,No,0,24–48 months,Low Risk,0.008069227421933046,0,Low Risk,1.936614581263931
Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,1,48+ months,Medium Risk,0.5397654523904546,1,Medium Risk,129.5437085737091
Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,1,12–24 months,Medium Risk,0.46385477147772514,0,Medium Risk,111.32514515465404
Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,785.75,No,0,24–48 months,Low Risk,0.020249419281524367,0,Low Risk,4.8598606275658485
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,1776.0,No,0,48+ months,Low Risk,0.005761644589933697,0,Low Risk,1.3827947015840873
Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,No,0,48+ months,Low Risk,0.011641737571560624,0,Low Risk,2.79401701717455
Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,No,0,0–12 months,High Risk,0.22113270099554774,0,Low Risk,53.07184823893146
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,No,0,12–24 months,Medium Risk,0.05366381613207899,0,Low Risk,12.879315871698957
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,1,0–12 months,High Risk,0.6614073842603853,1,Medium Risk,158.73777222249245
Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,No,0,24–48 months,Medium Risk,0.11330309862008012,0,Low Risk,27.19274366881923
Male,0,No,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,80.85,1445.95,No,0,12–24 months,Medium Risk,0.10535904417923671,0,Low Risk,25.28617060301681
Female,1,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,No,0,48+ months,Low Risk,0.01934798282917885,0,Low Risk,4.6435158790029245
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,1,48+ months,Low Risk,0.011016697763279343,0,Low Risk,2.6440074631870423
Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,No,0,24–48 months,Medium Risk,0.5389408194165686,1,Medium Risk,129.34579665997646
Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,No,0,12–24 months,Medium Risk,0.43360251910039044,0,Medium Risk,104.0646045840937
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,No,0,48+ months,Low Risk,0.014813538791425052,0,Low Risk,3.5552493099420124
Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,1,0–12 months,High Risk,0.8331678557676799,1,High Risk,199.96028538424318
Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,1,0–12 months,High Risk,0.7395919814185166,1,High Risk,177.50207554044397
Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.4,6252.7,No,0,48+ months,Low Risk,0.23920555579851138,0,Low Risk,57.40933339164273
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,1,0–12 months,High Risk,0.20117429974638928,0,Low Risk,48.281831939133426
Female,0,Yes,No,46,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,No,0,24–48 months,Medium Risk,0.1153278524935223,0,Low Risk,27.67868459844535
